file	bpd	bound	scope	arm	conv	quantile	n	p50	p95	p99	max	within_bound	mean_signed
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	key	G	binning	P90	284	0.039961	0.040532	0.042375	0.044021	1.000000	0.027122
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	key	G	raw	P90	284	0.039952	0.040532	0.042268	0.044021	1.000000	0.027061
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	key	G	binning	P95	284	0.042220	0.042826	0.043372	0.044403	1.000000	0.029939
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	key	G	raw	P95	284	0.042216	0.042826	0.043372	0.044403	1.000000	0.029896
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	key	G	binning	P99	284	0.043986	0.044403	0.044403	0.044403	1.000000	0.028828
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	key	G	raw	P99	284	0.043985	0.044403	0.044403	0.044403	1.000000	0.028801
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	key	G	binning	P999	284	0.011149	0.044403	0.044403	0.044403	1.000000	0.014999
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	key	G	raw	P999	284	0.011149	0.044403	0.044403	0.044403	1.000000	0.014999
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	T	binning	P1	2283	0.014377	0.028027	0.036206	0.043746	1.000000	-0.006086
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	small	T	raw	P1	2283	0.014377	0.028027	0.036206	0.043746	1.000000	-0.006088
